target_id	length	eff_length	est_counts	tpm
TRINITY_DN5604_c0_g2_i1	2325	2204.26	0	0
TRINITY_DN9_c4_g1_i10	1025	904.26	948.965	42.1608
TRINITY_DN9_c4_g1_i9	999	878.26	0	0
TRINITY_DN38_c0_g3_i1	2357	2236.26	4	0.0718604
TRINITY_DN81_c0_g1_i9	1451	1330.26	0	0
TRINITY_DN81_c0_g1_i4	1722	1601.26	2.44618	0.0613732
TRINITY_DN81_c0_g1_i17	1786	1665.26	5.62009	0.135585
TRINITY_DN81_c0_g1_i5	1743	1622.26	0	0
TRINITY_DN81_c0_g1_i2	1768	1647.26	0	0
TRINITY_DN81_c0_g1_i13	1629	1508.26	2.93373	0.078144
TRINITY_DN81_c0_g1_i15	1703	1582.26	0	0
TRINITY_DN78699_c0_g1_i1	232	124.623	1	0.32237
TRINITY_DN9664_c0_g3_i1	573	452.504	6	0.532698
TRINITY_DN77879_c2_g1_i1	221	115.434	0	0
TRINITY_DN77879_c3_g1_i1	205	102.795	0	0
TRINITY_DN77879_c0_g1_i1	692	571.419	0	0
TRINITY_DN10899_c0_g1_i5	461	341.138	0	0
TRINITY_DN10899_c0_g1_i3	254	143.116	0	0
TRINITY_DN2064_c0_g1_i1	1729	1608.26	0	0
TRINITY_DN2064_c0_g1_i4	1675	1554.26	0	0
TRINITY_DN2002_c0_g1_i2	1873	1752.26	25	0.573183
TRINITY_DN2002_c0_g1_i1	2282	2161.26	0	0
TRINITY_DN26193_c0_g1_i1	294	178.636	0	0
TRINITY_DN26193_c0_g2_i1	340	222.123	0	0
TRINITY_DN76929_c0_g1_i1	209	105.94	0	0
TRINITY_DN425_c0_g1_i45	2233	2112.26	0	0
TRINITY_DN453_c9_g1_i2	998	877.26	0	0
TRINITY_DN453_c9_g1_i1	1007	886.26	3016	136.717
TRINITY_DN413_c0_g1_i29	1285	1164.26	0	0
TRINITY_DN413_c0_g1_i22	1334	1213.26	5.15104e-06	1.70566e-07
TRINITY_DN413_c0_g1_i8	1187	1066.26	0	0
TRINITY_DN413_c0_g1_i7	1300	1179.26	0	0
TRINITY_DN413_c0_g1_i32	1319	1198.26	7.61923	0.255453
TRINITY_DN413_c0_g1_i33	1256	1135.26	0	0
TRINITY_DN413_c0_g1_i26	1267	1146.26	0	0
TRINITY_DN413_c0_g1_i16	1252	1131.26	0	0
TRINITY_DN413_c0_g1_i21	1320	1199.26	2.93887	0.0984506
TRINITY_DN413_c0_g1_i6	783	662.26	0	0
TRINITY_DN413_c0_g1_i14	935	814.26	4.4419	0.219158
TRINITY_DN414_c0_g1_i1	603	482.419	3074.91	256.07
TRINITY_DN414_c0_g1_i2	1486	1365.26	335.091	9.86051
TRINITY_DN34392_c0_g1_i1	333	215.34	0	0
TRINITY_DN51669_c1_g1_i1	238	129.509	11.9179	3.69702
TRINITY_DN51669_c2_g1_i1	312	195.403	50.843	10.4533
TRINITY_DN16271_c2_g1_i1	1989	1868.26	0	0
TRINITY_DN16271_c2_g1_i8	1666	1545.26	1.60747	0.0417919
TRINITY_DN16271_c2_g1_i12	959	838.26	0	0
TRINITY_DN6024_c0_g1_i15	820	699.26	0	0
TRINITY_DN6024_c0_g1_i2	817	696.26	1	0.0577006
TRINITY_DN6024_c0_g1_i25	1169	1048.26	0	0
TRINITY_DN6024_c0_g1_i5	885	764.26	0	0
TRINITY_DN6056_c0_g1_i1	1501	1380.26	0	0
TRINITY_DN6056_c0_g1_i6	1405	1284.26	0	0
TRINITY_DN6056_c0_g1_i4	1332	1211.26	0	0
TRINITY_DN6056_c0_g1_i3	1442	1321.26	0	0
TRINITY_DN6056_c0_g1_i2	1391	1270.26	8	0.253017
TRINITY_DN6056_c0_g1_i5	1301	1180.26	0	0
TRINITY_DN6062_c0_g1_i11	2137	2016.26	0	0
TRINITY_DN6062_c0_g1_i9	2233	2112.26	12	0.228237
TRINITY_DN6062_c0_g1_i6	1978	1857.26	0	0
TRINITY_DN6062_c0_g1_i13	1951	1830.26	0	0
TRINITY_DN99773_c0_g1_i1	207	104.37	0	0
TRINITY_DN32789_c0_g1_i1	271	158.176	2.27473	0.577753
TRINITY_DN811_c2_g1_i2	3026	2905.26	3.99457	0.0552378
TRINITY_DN811_c2_g1_i1	3050	2929.26	0.000332047	4.554e-06
