target_id	length	eff_length	est_counts	tpm
TRINITY_DN5604_c0_g2_i1	2325	2248.7	0	0
TRINITY_DN9_c4_g1_i10	1025	948.705	6.60996	0.787342
TRINITY_DN9_c4_g1_i9	999	922.705	0	0
TRINITY_DN38_c0_g3_i1	2357	2280.7	0	0
TRINITY_DN81_c0_g1_i9	1451	1374.7	0	0
TRINITY_DN81_c0_g1_i4	1722	1645.7	0	0
TRINITY_DN81_c0_g1_i17	1786	1709.7	0	0
TRINITY_DN81_c0_g1_i5	1743	1666.7	0	0
TRINITY_DN81_c0_g1_i2	1768	1691.7	0	0
TRINITY_DN81_c0_g1_i13	1629	1552.7	0	0
TRINITY_DN81_c0_g1_i15	1703	1626.7	0	0
TRINITY_DN78699_c0_g1_i1	232	156.421	3	2.16732
TRINITY_DN9664_c0_g3_i1	573	496.771	0	0
TRINITY_DN77879_c2_g1_i1	221	145.632	0	0
TRINITY_DN77879_c3_g1_i1	205	130.266	0	0
TRINITY_DN77879_c0_g1_i1	692	615.771	0	0
TRINITY_DN10899_c0_g1_i5	461	384.771	0	0
TRINITY_DN10899_c0_g1_i3	254	178.144	0	0
TRINITY_DN2064_c0_g1_i1	1729	1652.7	0	0
TRINITY_DN2064_c0_g1_i4	1675	1598.7	0	0
TRINITY_DN2002_c0_g1_i2	1873	1796.7	0	0
TRINITY_DN2002_c0_g1_i1	2282	2205.7	0	0
TRINITY_DN26193_c0_g1_i1	294	217.926	0	0
TRINITY_DN26193_c0_g2_i1	340	263.884	0	0
TRINITY_DN76929_c0_g1_i1	209	134.142	0	0
TRINITY_DN425_c0_g1_i45	2233	2156.7	0	0
TRINITY_DN453_c9_g1_i2	998	921.705	0	0
TRINITY_DN453_c9_g1_i1	1007	930.705	0	0
TRINITY_DN413_c0_g1_i29	1285	1208.7	0	0
TRINITY_DN413_c0_g1_i22	1334	1257.7	0	0
TRINITY_DN413_c0_g1_i8	1187	1110.7	0	0
TRINITY_DN413_c0_g1_i7	1300	1223.7	0	0
TRINITY_DN413_c0_g1_i32	1319	1242.7	0	0
TRINITY_DN413_c0_g1_i33	1256	1179.7	0	0
TRINITY_DN413_c0_g1_i26	1267	1190.7	0	0
TRINITY_DN413_c0_g1_i16	1252	1175.7	0	0
TRINITY_DN413_c0_g1_i21	1320	1243.7	0	0
TRINITY_DN413_c0_g1_i6	783	706.705	0	0
TRINITY_DN413_c0_g1_i14	935	858.705	0	0
TRINITY_DN414_c0_g1_i1	603	526.771	1.13914	0.244372
TRINITY_DN414_c0_g1_i2	1486	1409.7	18.8609	1.51192
TRINITY_DN34392_c0_g1_i1	333	256.884	2	0.87981
TRINITY_DN51669_c1_g1_i1	238	162.347	0	0
TRINITY_DN51669_c2_g1_i1	312	235.884	0	0
TRINITY_DN16271_c2_g1_i1	1989	1912.7	0	0
TRINITY_DN16271_c2_g1_i8	1666	1589.7	0	0
TRINITY_DN16271_c2_g1_i12	959	882.705	0	0
TRINITY_DN6024_c0_g1_i15	820	743.705	0	0
TRINITY_DN6024_c0_g1_i2	817	740.705	1	0.152563
TRINITY_DN6024_c0_g1_i25	1169	1092.7	0	0
TRINITY_DN6024_c0_g1_i5	885	808.705	0	0
TRINITY_DN6056_c0_g1_i1	1501	1424.7	0	0
TRINITY_DN6056_c0_g1_i6	1405	1328.7	0	0
