target_id	length	eff_length	est_counts	tpm
TRINITY_DN5604_c0_g2_i1	2325	2152.48	0	0
TRINITY_DN9_c4_g1_i10	1025	852.476	205.32	35.3486
TRINITY_DN9_c4_g1_i9	999	826.476	22.155	3.93427
TRINITY_DN38_c0_g3_i1	2357	2184.48	0	0
TRINITY_DN81_c0_g1_i9	1451	1278.48	0	0
TRINITY_DN81_c0_g1_i4	1722	1549.48	0	0
TRINITY_DN81_c0_g1_i17	1786	1613.48	0	0
TRINITY_DN81_c0_g1_i5	1743	1570.48	0	0
TRINITY_DN81_c0_g1_i2	1768	1595.48	0	0
TRINITY_DN81_c0_g1_i13	1629	1456.48	0	0
TRINITY_DN81_c0_g1_i15	1703	1530.48	0	0
TRINITY_DN78699_c0_g1_i1	232	97.2611	0	0
TRINITY_DN9664_c0_g3_i1	573	402.098	2	0.729997
TRINITY_DN77879_c2_g1_i1	221	88.9446	0	0
TRINITY_DN77879_c3_g1_i1	205	77.1069	0	0
TRINITY_DN77879_c0_g1_i1	692	519.827	0	0
TRINITY_DN10899_c0_g1_i5	461	294.794	0	0
TRINITY_DN10899_c0_g1_i3	254	114.199	0	0
TRINITY_DN2064_c0_g1_i1	1729	1556.48	0	0
TRINITY_DN2064_c0_g1_i4	1675	1502.48	3.97801	0.388581
TRINITY_DN2002_c0_g1_i2	1873	1700.48	0	0
TRINITY_DN2002_c0_g1_i1	2282	2109.48	0	0
TRINITY_DN26193_c0_g1_i1	294	146.212	0	0
TRINITY_DN26193_c0_g2_i1	340	184.97	1	0.793455
TRINITY_DN76929_c0_g1_i1	209	80.0798	0	0
TRINITY_DN425_c0_g1_i45	2233	2060.48	0	0
TRINITY_DN453_c9_g1_i2	998	825.476	121.496	21.6013
TRINITY_DN453_c9_g1_i1	1007	834.476	281.504	49.5101
TRINITY_DN413_c0_g1_i29	1285	1112.48	0	0
TRINITY_DN413_c0_g1_i22	1334	1161.48	0	0
TRINITY_DN413_c0_g1_i8	1187	1014.48	0	0
TRINITY_DN413_c0_g1_i7	1300	1127.48	0	0
TRINITY_DN413_c0_g1_i32	1319	1146.48	0	0
TRINITY_DN413_c0_g1_i33	1256	1083.48	0	0
TRINITY_DN413_c0_g1_i26	1267	1094.48	0	0
TRINITY_DN413_c0_g1_i16	1252	1079.48	0	0
TRINITY_DN413_c0_g1_i21	1320	1147.48	0	0
TRINITY_DN413_c0_g1_i6	783	610.587	0	0
TRINITY_DN413_c0_g1_i14	935	762.535	0	0
TRINITY_DN414_c0_g1_i1	603	431.486	599.753	203.999
TRINITY_DN414_c0_g1_i2	1486	1313.48	165.247	18.4643
TRINITY_DN34392_c0_g1_i1	333	178.914	0	0
TRINITY_DN51669_c1_g1_i1	238	101.95	26.6331	38.3404
TRINITY_DN51669_c2_g1_i1	312	161.089	39.2833	35.7902
TRINITY_DN16271_c2_g1_i1	1989	1816.48	0	0
TRINITY_DN16271_c2_g1_i8	1666	1493.48	0	0
TRINITY_DN16271_c2_g1_i12	959	786.535	39.8036	7.42723
TRINITY_DN6024_c0_g1_i15	820	647.587	0	0
TRINITY_DN6024_c0_g1_i2	817	644.587	0	0
TRINITY_DN6024_c0_g1_i25	1169	996.476	0	0
TRINITY_DN6024_c0_g1_i5	885	712.535	0	0
TRINITY_DN6056_c0_g1_i1	1501	1328.48	0	0
TRINITY_DN6056_c0_g1_i6	1405	1232.48	0	0
TRINITY_DN6056_c0_g1_i4	1332	1159.48	0	0
TRINITY_DN6056_c0_g1_i3	1442	1269.48	0	0
TRINITY_DN6056_c0_g1_i2	1391	1218.48	0	0
TRINITY_DN6056_c0_g1_i5	1301	1128.48	0	0
TRINITY_DN6062_c0_g1_i11	2137	1964.48	0	0
TRINITY_DN6062_c0_g1_i9	2233	2060.48	0	0
TRINITY_DN6062_c0_g1_i6	1978	1805.48	0	0
TRINITY_DN6062_c0_g1_i13	1951	1778.48	0	0
TRINITY_DN99773_c0_g1_i1	207	78.6154	3.0038	5.60771
TRINITY_DN32789_c0_g1_i1	271	127.733	2.13654	2.45489
TRINITY_DN811_c2_g1_i2	3026	2853.48	0	0
TRINITY_DN811_c2_g1_i1	3050	2877.48	0	0
TRINITY_DN811_c2_g1_i8	3043	2870.48	0	0
TRINITY_DN811_c2_g1_i9	3170	2997.48	0	0
TRINITY_DN5126_c4_g1_i1	271	127.733	3	3.447
TRINITY_DN5111_c0_g1_i54	3098	2925.48	0	0
TRINITY_DN5111_c0_g1_i18	3046	2873.48	0	0
TRINITY_DN5111_c0_g1_i13	3058	2885.48	0	0
TRINITY_DN5111_c0_g1_i60	1606	1433.48	0	0
TRINITY_DN5111_c0_g1_i64	3065	2892.48	0	0
TRINITY_DN5111_c0_g1_i55	3038	2865.48	0	0
TRINITY_DN5111_c0_g1_i50	3078	2905.48	0	0
TRINITY_DN91555_c1_g1_i1	214	83.5235	0	0
TRINITY_DN38210_c0_g1_i2	584	412.798	4921	1749.6
TRINITY_DN55481_c0_g1_i1	366	207.867	0	0
TRINITY_DN53953_c0_g1_i1	408	245.665	0	0
TRINITY_DN27668_c0_g1_i9	1083	910.476	0	0
TRINITY_DN27668_c0_g1_i8	1042	869.476	0	0
TRINITY_DN27668_c0_g1_i2	1209	1036.48	0	0
TRINITY_DN27668_c0_g1_i5	1031	858.476	0	0
TRINITY_DN4547_c0_g1_i20	2327	2154.48	0	0
TRINITY_DN4547_c0_g1_i58	1277	1104.48	0	0
TRINITY_DN4547_c0_g1_i42	2316	2143.48	0	0
TRINITY_DN4547_c0_g1_i14	1862	1689.48	0	0
TRINITY_DN4547_c0_g1_i8	2186	2013.48	0	0
TRINITY_DN4547_c0_g1_i45	972	799.476	0	0
TRINITY_DN4547_c0_g1_i6	2011	1838.48	0	0
TRINITY_DN4547_c0_g1_i17	983	810.476	0	0
TRINITY_DN4547_c0_g1_i24	1115	942.476	0	0
TRINITY_DN4547_c0_g1_i9	1120	947.476	0	0
TRINITY_DN4547_c0_g1_i21	2175	2002.48	0	0
TRINITY_DN4547_c0_g1_i27	1274	1101.48	0	0
TRINITY_DN4547_c0_g1_i32	1285	1112.48	0	0
TRINITY_DN4547_c0_g1_i4	1048	875.476	0	0
TRINITY_DN4547_c0_g1_i49	1459	1286.48	0	0
TRINITY_DN2769_c0_g3_i1	2398	2225.48	188.083	12.4037
TRINITY_DN84820_c0_g1_i1	258	117.435	0	0
TRINITY_DN75896_c1_g1_i1	257	116.638	0	0
TRINITY_DN41446_c0_g1_i1	219	87.378	0	0
TRINITY_DN6798_c0_g1_i28	5106	4933.48	0	0
TRINITY_DN6798_c0_g1_i48	5186	5013.48	0	0
TRINITY_DN6798_c0_g1_i58	5529	5356.48	0	0
TRINITY_DN6798_c0_g1_i44	4283	4110.48	0	0
TRINITY_DN91140_c0_g1_i1	227	93.5162	1	1.56941
TRINITY_DN91281_c0_g1_i1	238	101.95	0	0
TRINITY_DN289_c2_g1_i1	1720	1547.48	364.112	34.533
TRINITY_DN289_c2_g1_i2	1652	1479.48	10595.4	1051.07
TRINITY_DN14369_c0_g1_i7	1246	1073.48	0	0
TRINITY_DN14369_c0_g1_i8	1165	992.476	0	0
TRINITY_DN14369_c0_g1_i6	1350	1177.48	0	0
TRINITY_DN22542_c13_g1_i1	1681	1508.48	17084.6	1662.22
TRINITY_DN29807_c0_g1_i1	248	109.565	0	0
TRINITY_DN13527_c0_g1_i2	239	102.729	2	2.85734
TRINITY_DN12751_c0_g1_i1	1637	1464.48	0	0
TRINITY_DN12702_c1_g1_i1	1328	1155.48	17	2.15929
TRINITY_DN12746_c0_g1_i3	793	620.587	0	0
TRINITY_DN12746_c0_g1_i1	1271	1098.48	0	0
TRINITY_DN3187_c0_g1_i2	2386	2213.48	0	0
TRINITY_DN61759_c0_g1_i1	262	120.45	0	0
TRINITY_DN8016_c0_g1_i15	1249	1076.48	0	0
TRINITY_DN8016_c0_g1_i12	2563	2390.48	0	0
TRINITY_DN8079_c0_g1_i4	2091	1918.48	0	0
TRINITY_DN77012_c0_g1_i1	204	76.3654	1.00165	1.92505
TRINITY_DN52752_c0_g1_i1	272	128.451	0	0
TRINITY_DN17314_c0_g2_i1	212	82.0886	2	3.57577
TRINITY_DN84405_c0_g1_i1	789	616.587	0	0
TRINITY_DN48218_c19_g1_i1	210	80.696	0	0
TRINITY_DN48218_c0_g1_i29	341	185.853	0	0
TRINITY_DN48218_c0_g1_i34	296	147.851	0	0
TRINITY_DN48218_c0_g1_i2	339	184.042	0	0
TRINITY_DN48218_c0_g1_i25	352	195.512	0	0
TRINITY_DN48218_c0_g1_i27	591	419.644	702.904	245.832
TRINITY_DN48218_c0_g1_i21	357	200.035	0	0
TRINITY_DN48218_c0_g1_i17	702	529.788	0	0
TRINITY_DN48218_c0_g1_i14	339	184.042	0	0
TRINITY_DN48218_c0_g1_i12	274	130.09	0	0
TRINITY_DN48218_c0_g1_i33	702	529.788	11.6355	3.22333
TRINITY_DN48218_c0_g1_i22	441	276.077	0	0
TRINITY_DN48218_c0_g1_i7	732	559.587	1.00004	0.262283
TRINITY_DN48218_c0_g1_i19	385	224.827	0	0
TRINITY_DN48218_c0_g1_i31	457	290.947	0	0
TRINITY_DN48218_c0_g1_i10	732	559.587	1.00004	0.262283
TRINITY_DN48218_c0_g1_i32	591	419.644	0	0
TRINITY_DN48218_c0_g1_i3	331	177.209	0	0
TRINITY_DN91991_c0_g1_i1	230	95.7739	0	0
TRINITY_DN9233_c0_g1_i16	6127	5954.48	0	0
TRINITY_DN9233_c0_g1_i20	6272	6099.48	0	0
TRINITY_DN9233_c0_g1_i3	6547	6374.48	0	0
TRINITY_DN98124_c0_g1_i1	363	205.218	0	0
TRINITY_DN73834_c3_g1_i1	203	75.63	0	0
TRINITY_DN55715_c1_g1_i1	233	97.9935	0	0
TRINITY_DN13101_c0_g1_i1	1749	1576.48	0	0
TRINITY_DN13101_c0_g1_i6	1735	1562.48	0	0
TRINITY_DN13101_c0_g1_i2	1752	1579.48	0	0
TRINITY_DN13101_c0_g1_i5	1740	1567.48	0	0
TRINITY_DN36882_c2_g1_i1	223	90.4226	0	0
TRINITY_DN36882_c0_g1_i1	224	91.1258	9.49449	15.2916
TRINITY_DN78466_c1_g1_i1	253	113.507	0	0
TRINITY_DN53076_c11_g1_i1	1129	956.476	0	0
TRINITY_DN10621_c0_g1_i1	2473	2300.48	0	0
TRINITY_DN2853_c0_g1_i5	1136	963.476	0	0
TRINITY_DN2853_c0_g1_i3	1212	1039.48	0	0
TRINITY_DN2853_c0_g1_i4	1651	1478.48	0	0
TRINITY_DN2853_c0_g1_i6	1570	1397.48	0	0
TRINITY_DN2853_c0_g1_i1	1601	1428.48	0	0
TRINITY_DN2853_c0_g1_i2	1567	1394.48	0	0
TRINITY_DN35038_c0_g2_i1	4098	3925.48	0	0
TRINITY_DN10724_c1_g1_i2	295	146.984	0	0
TRINITY_DN68630_c1_g1_i1	210	80.696	0	0
TRINITY_DN1960_c0_g1_i40	1316	1143.48	0	0
TRINITY_DN1960_c0_g1_i24	1294	1121.48	0	0
TRINITY_DN1920_c0_g1_i6	1249	1076.48	0	0
TRINITY_DN1920_c0_g1_i7	1235	1062.48	0	0
TRINITY_DN1920_c0_g1_i11	936	763.535	0	0
TRINITY_DN1920_c0_g1_i13	939	766.535	0	0
TRINITY_DN1920_c0_g1_i3	804	631.587	0	0
TRINITY_DN1920_c0_g1_i14	1147	974.476	0	0
TRINITY_DN1920_c0_g1_i4	870	697.587	0	0
TRINITY_DN1920_c0_g1_i12	1161	988.476	0	0
TRINITY_DN1920_c0_g1_i5	808	635.587	0	0
TRINITY_DN1920_c0_g1_i1	1227	1054.48	0	0
TRINITY_DN16114_c0_g1_i5	856	683.587	0	0
TRINITY_DN16114_c0_g1_i11	606	434.486	0	0
TRINITY_DN16114_c0_g1_i8	1056	883.476	0	0
TRINITY_DN16114_c0_g1_i3	790	617.587	0	0
TRINITY_DN16114_c0_g1_i10	993	820.476	0	0
TRINITY_DN49751_c0_g2_i1	360	202.534	0	0
TRINITY_DN6864_c0_g1_i1	954	781.535	0	0
TRINITY_DN6864_c0_g1_i2	1192	1019.48	0	0
TRINITY_DN24381_c0_g1_i2	1419	1246.48	30.1229	3.54679
TRINITY_DN24381_c0_g1_i8	1419	1246.48	80.3277	9.45811
TRINITY_DN24381_c0_g1_i9	1110	937.476	12.5494	1.96466
TRINITY_DN57912_c0_g1_i1	210	80.696	0	0
TRINITY_DN23644_c0_g1_i28	373	214.006	0	0
TRINITY_DN14548_c0_g1_i26	2432	2259.48	0	0
TRINITY_DN14548_c0_g1_i27	2844	2671.48	0	0
TRINITY_DN14548_c0_g1_i11	3221	3048.48	0	0
TRINITY_DN14548_c0_g1_i17	1720	1547.48	0	0
TRINITY_DN14548_c0_g1_i14	1482	1309.48	0	0
TRINITY_DN14548_c0_g1_i2	1606	1433.48	0	0
TRINITY_DN14548_c0_g1_i31	2554	2381.48	0	0
TRINITY_DN14548_c0_g1_i15	2831	2658.48	0	0
TRINITY_DN29047_c0_g2_i2	259	118.159	0	0
TRINITY_DN29047_c0_g2_i1	245	107.179	0	0
TRINITY_DN63528_c0_g1_i1	270	126.927	0	0
TRINITY_DN1413_c1_g1_i5	1749	1576.48	0	0
TRINITY_DN1413_c1_g1_i4	2167	1994.48	0	0
TRINITY_DN1413_c1_g1_i6	996	823.476	0	0
TRINITY_DN19170_c8_g1_i1	206	77.8543	0	0
TRINITY_DN7229_c0_g2_i6	1578	1405.48	0	0
TRINITY_DN11109_c0_g2_i2	1338	1165.48	0	0
TRINITY_DN11109_c0_g2_i1	1335	1162.48	0	0
TRINITY_DN18462_c0_g1_i33	5554	5381.48	0	0
TRINITY_DN18462_c0_g1_i12	5629	5456.48	0	0
TRINITY_DN18462_c0_g1_i27	4886	4713.48	0	0
TRINITY_DN18462_c0_g1_i1	4787	4614.48	0	0
TRINITY_DN68288_c0_g1_i2	1044	871.476	0	0
TRINITY_DN68288_c0_g1_i1	898	725.535	1.80565	0.365257
TRINITY_DN68288_c0_g1_i3	1173	1000.48	18.1944	2.66903
TRINITY_DN17653_c0_g2_i7	1279	1106.48	0	0
TRINITY_DN17653_c0_g2_i6	1257	1084.48	0	0
TRINITY_DN17653_c0_g2_i9	1294	1121.48	0	0
TRINITY_DN17653_c0_g2_i14	1297	1124.48	0	0
TRINITY_DN17653_c0_g2_i3	1396	1223.48	0	0
TRINITY_DN17653_c0_g2_i1	1416	1243.48	0	0
TRINITY_DN17653_c0_g2_i8	1120	947.476	0	0
TRINITY_DN17653_c0_g2_i15	1270	1097.48	0	0
TRINITY_DN17653_c0_g2_i4	1290	1117.48	0	0
TRINITY_DN17672_c0_g1_i2	1202	1029.48	0	0
TRINITY_DN17672_c0_g1_i1	1185	1012.48	0	0
TRINITY_DN76481_c0_g1_i1	251	111.912	0	0
TRINITY_DN25878_c0_g1_i1	1756	1583.48	0	0
TRINITY_DN25878_c0_g1_i2	1779	1606.48	0	0
TRINITY_DN3517_c0_g1_i20	1121	948.476	0	0
TRINITY_DN3517_c0_g1_i3	1151	978.476	0	0
TRINITY_DN3517_c0_g1_i27	1478	1305.48	0	0
TRINITY_DN3517_c0_g1_i22	1844	1671.48	0	0
TRINITY_DN3517_c0_g1_i24	1814	1641.48	0	0
TRINITY_DN3517_c0_g1_i12	1508	1335.48	0	0
TRINITY_DN3517_c0_g1_i11	1612	1439.48	0	0
TRINITY_DN3517_c0_g1_i21	1582	1409.48	0	0
TRINITY_DN58346_c1_g3_i1	257	116.638	0	0
TRINITY_DN58346_c1_g2_i1	229	94.9758	0	0
TRINITY_DN58346_c0_g1_i2	400	238.328	0	0
TRINITY_DN58346_c0_g1_i1	400	238.328	0	0
TRINITY_DN58346_c0_g1_i3	400	238.328	0	0
TRINITY_DN58346_c1_g1_i2	467	300.283	0	0
TRINITY_DN58346_c1_g1_i3	481	313.206	0	0
TRINITY_DN58346_c1_g1_i1	467	300.283	0	0
TRINITY_DN58491_c2_g1_i2	517	347.789	0	0
TRINITY_DN75632_c0_g1_i1	235	99.616	4.07942	6.01026
TRINITY_DN92937_c0_g1_i1	262	120.45	0	0
TRINITY_DN48589_c1_g1_i1	366	207.867	0	0
TRINITY_DN99226_c0_g1_i1	213	82.7869	0	0
TRINITY_DN23270_c0_g1_i6	1159	986.476	0	0
TRINITY_DN23270_c0_g1_i2	912	739.535	0	0
TRINITY_DN23270_c0_g1_i5	1051	878.476	0	0
TRINITY_DN40497_c0_g1_i4	3369	3196.48	0	0
TRINITY_DN40497_c0_g1_i1	3378	3205.48	0	0
TRINITY_DN40497_c0_g1_i2	3315	3142.48	0	0
TRINITY_DN40497_c0_g1_i3	3432	3259.48	0	0
TRINITY_DN6687_c0_g1_i2	5640	5467.48	0	0
TRINITY_DN6687_c0_g1_i4	5712	5539.48	0	0
TRINITY_DN6687_c0_g1_i3	2778	2605.48	0	0
TRINITY_DN6687_c0_g1_i7	5409	5236.48	0	0
TRINITY_DN6687_c0_g1_i5	5697	5524.48	0	0
TRINITY_DN6699_c4_g1_i4	292	144.607	0	0
