target_id	length	eff_length	est_counts	tpm
TRINITY_DN5604_c0_g2_i1	2325	2161.44	6	0.447321
TRINITY_DN9_c4_g1_i10	1025	861.436	142.635	26.6816
TRINITY_DN9_c4_g1_i9	999	835.436	8.0844	1.55936
TRINITY_DN38_c0_g3_i1	2357	2193.44	33	2.42438
TRINITY_DN81_c0_g1_i9	1451	1287.44	0	0
TRINITY_DN81_c0_g1_i4	1722	1558.44	0	0
TRINITY_DN81_c0_g1_i17	1786	1622.44	13.7227	1.36296
TRINITY_DN81_c0_g1_i5	1743	1579.44	0	0
TRINITY_DN81_c0_g1_i2	1768	1604.44	0	0
TRINITY_DN81_c0_g1_i13	1629	1465.44	9.27727	1.02015
TRINITY_DN81_c0_g1_i15	1703	1539.44	0	0
TRINITY_DN78699_c0_g1_i1	232	98.0741	0	0
TRINITY_DN9664_c0_g3_i1	573	410.022	4	1.57204
TRINITY_DN77879_c2_g1_i1	221	89.5451	0	0
TRINITY_DN77879_c3_g1_i1	205	77.7513	0	0
TRINITY_DN77879_c0_g1_i1	692	528.62	0	0
TRINITY_DN10899_c0_g1_i5	461	300.327	1.45943	0.78307
TRINITY_DN10899_c0_g1_i3	254	115.429	1.00082	1.39717
TRINITY_DN2064_c0_g1_i1	1729	1565.44	0	0
TRINITY_DN2064_c0_g1_i4	1675	1511.44	0	0
TRINITY_DN2002_c0_g1_i2	1873	1709.44	32.8204	3.09387
TRINITY_DN2002_c0_g1_i1	2282	2118.44	5.17955	0.393992
TRINITY_DN26193_c0_g1_i1	294	148.131	0	0
TRINITY_DN26193_c0_g2_i1	340	187.886	0	0
TRINITY_DN76929_c0_g1_i1	209	80.5467	0	0
TRINITY_DN425_c0_g1_i45	2233	2069.44	17.1017	1.33167
TRINITY_DN453_c9_g1_i2	998	834.436	66.2416	12.7923
TRINITY_DN453_c9_g1_i1	1007	843.436	410.758	78.4775
TRINITY_DN413_c0_g1_i29	1285	1121.44	13.1663	1.89192
