target_id	length	eff_length	est_counts	tpm
TRINITY_DN5604_c0_g2_i1	2325	2165.64	0	0
TRINITY_DN9_c4_g1_i10	1025	865.635	180.591	28.2338
TRINITY_DN9_c4_g1_i9	999	839.635	0	0
TRINITY_DN38_c0_g3_i1	2357	2197.64	0	0
TRINITY_DN81_c0_g1_i9	1451	1291.64	0	0
TRINITY_DN81_c0_g1_i4	1722	1562.64	0	0
TRINITY_DN81_c0_g1_i17	1786	1626.64	0	0
TRINITY_DN81_c0_g1_i5	1743	1583.64	0	0
TRINITY_DN81_c0_g1_i2	1768	1608.64	0	0
TRINITY_DN81_c0_g1_i13	1629	1469.64	0	0
TRINITY_DN81_c0_g1_i15	1703	1543.64	0	0
TRINITY_DN78699_c0_g1_i1	232	100.368	0	0
TRINITY_DN9664_c0_g3_i1	573	414.529	9.88656	3.22773
TRINITY_DN77879_c2_g1_i1	221	91.6242	0	0
TRINITY_DN77879_c3_g1_i1	205	79.1498	0	0
TRINITY_DN77879_c0_g1_i1	692	532.717	0	0
TRINITY_DN10899_c0_g1_i5	461	304.368	0	0
TRINITY_DN10899_c0_g1_i3	254	118.289	0	0
TRINITY_DN2064_c0_g1_i1	1729	1569.64	0	0
TRINITY_DN2064_c0_g1_i4	1675	1515.64	0	0
TRINITY_DN2002_c0_g1_i2	1873	1713.64	0	0
TRINITY_DN2002_c0_g1_i1	2282	2122.64	0	0
TRINITY_DN26193_c0_g1_i1	294	151.52	4.79512	4.2829
TRINITY_DN26193_c0_g2_i1	340	191.406	0	0
TRINITY_DN76929_c0_g1_i1	209	82.1783	0	0
TRINITY_DN425_c0_g1_i45	2233	2073.64	0	0
TRINITY_DN453_c9_g1_i2	998	838.635	23.0135	3.71378
TRINITY_DN453_c9_g1_i1	1007	847.635	596.987	95.3154
TRINITY_DN413_c0_g1_i29	1285	1125.64	0	0
TRINITY_DN413_c0_g1_i22	1334	1174.64	0	0
TRINITY_DN413_c0_g1_i8	1187	1027.64	0	0
TRINITY_DN413_c0_g1_i7	1300	1140.64	0	0
TRINITY_DN413_c0_g1_i32	1319	1159.64	0	0
TRINITY_DN413_c0_g1_i33	1256	1096.64	0	0
TRINITY_DN413_c0_g1_i26	1267	1107.64	0	0
TRINITY_DN413_c0_g1_i16	1252	1092.64	0	0
TRINITY_DN413_c0_g1_i21	1320	1160.64	0	0
TRINITY_DN413_c0_g1_i6	783	623.635	0	0
TRINITY_DN413_c0_g1_i14	935	775.635	0	0
TRINITY_DN414_c0_g1_i1	603	444.241	777.626	236.897
TRINITY_DN414_c0_g1_i2	1486	1326.64	212.374	21.665
TRINITY_DN34392_c0_g1_i1	333	185.156	0	0
TRINITY_DN51669_c1_g1_i1	238	105.126	20.3935	26.2536
TRINITY_DN51669_c2_g1_i1	312	166.846	23.6536	19.1862
TRINITY_DN16271_c2_g1_i1	1989	1829.64	7.45768e-06	5.51628e-07
TRINITY_DN16271_c2_g1_i8	1666	1506.64	7.72672	0.694056
TRINITY_DN16271_c2_g1_i12	959	799.635	63.6278	10.7687
TRINITY_DN6024_c0_g1_i15	820	660.635	0	0
TRINITY_DN6024_c0_g1_i2	817	657.635	0	0
